authority_id,publication_route_id,iso2,country,authority,roles,authority_website,evidence_url,observed_final_url,source_host_scope,publication_route_type,access_state,archive_access_state,publication_relevance,scope_evidence_state,qualification_state,source_route_state,language_hints,language_evidence_state,observed_months_2024_2026,latest_observed_month,provisional_cadence_signal,cadence_contract_recommendation,archive_boundary,source_checked_at,snapshot_generated_at,evidence_notes
ra-auth-bo-42e3f9a0014f01b6,ra-route-63e9dad6e3cf6d20f84a,BO,Bolivia,Central Bank of Bolivia,central_banking;prudential_supervision,https://www.bcb.gob.bo/,https://www.bcb.gob.bo/?q=content/resoluciones-de-directorio-1,https://www.bcb.gob.bo/?q=content/resoluciones-de-directorio-1,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,es,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-ba-3980761f7002d0d5,ra-route-0fbb1e0c8fd73c111d23,BA,Bosnia and Herzegovina,Central Bank of Bosnia and Herzegovina,central_banking,http://www.cbbh.ba/?lang=en,http://fined.cbbh.ba/,http://fined.cbbh.ba/home/language,authority-owned,generic_or_ambiguous,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,,not-determined,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-bw-51a11bbc442979a2,ra-route-45c065cd9b21114b6da3,BW,Botswana,Bank of Botswana,central_banking;prudential_supervision,http://www.bankofbotswana.bw/,http://www.bankofbotswana.bw/sites/default/files/press-release-files/Public%20Notice%20-%20Lower%20Denomination%20Coin%20Cirulation.pdf,http://www.bankofbotswana.bw/sites/default/files/press-release-files/Public%20Notice%20-%20Lower%20Denomination%20Coin%20Cirulation.pdf,authority-owned,detail_document,reachable,first-page-observed-no-date,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-bw-a5eaf8de8dd42b0d,ra-route-b0110f0adf384cad4349,BW,Botswana,Financial Intelligence Unit (FIU) - Botswana,financial_intelligence,https://www.finance.gov.bw/index.php?Itemid=159&option=com_content&view=categories&id=36,https://www.finance.gov.bw/index.php?Itemid=466&option=com_content&view=category&id=58,https://www.finance.gov.bw/index.php?Itemid=466&option=com_content&view=category&id=58,not-observable,not-observable,http-404,not-observable,not-observable,transport-review-required,transport-follow-up-required,obstructed,en,explicit-url-or-label-hint,,,not-observable,manual-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-bw-fea184daddbcc335,ra-route-925e8e140dab813ddb9b,BW,Botswana,Non-Bank Financial Institutions Regulatory Authority (NBFIRA),insurance;pensions,http://www.nbfira.org.bw/,https://www.nbfira.org.bw/news/notice-of-evaluated-technical-bids-tender-no-nbfira-001-26-27/,https://www.nbfira.org.bw/news/notice-of-evaluated-technical-bids-tender-no-nbfira-001-26-27/,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2024-02;2024-03;2024-04;2024-05;2024-06;2024-07;2024-08;2024-09;2024-10;2024-11;2024-12;2025-01;2025-02;2025-03;2025-04;2025-05;2025-06;2025-07;2025-08;2025-09;2025-10;2025-11;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;2026-08,2026-08,frequent-first-page-signal,monthly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-br-bdab0eccc0c15021,ra-route-19159e53650085fffd9e,BR,Brazil,Brazilian Pension Funds Authority,pensions,https://www.gov.br/previc,https://www.gov.br/previc/pt-br/acesso-a-informacao-1/sancoes-administrativas,https://www.gov.br/previc/pt-br/acesso-a-informacao-1/sancoes-administrativas,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,pt,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-br-397b6bea8221fb92,ra-route-0b45e096d3cd89a498d7,BR,Brazil,Comissão de Valores Mobiliários*,securities,http://www.cvm.gov.br/,https://www.gov.br/cvm/pt-br/centrais-de-conteudo/publicacoes/relatorios/relatorio-de-atividade-sancionadora,https://www.gov.br/cvm/pt-br/centrais-de-conteudo/publicacoes/relatorios/relatorio-de-atividade-sancionadora,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,,not-determined,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-vg-c229076be9499670,ra-route-134773ace8698b46d307,VG,British Virgin Islands,Financial Investigation Agency British Virgin Islands (FIA),financial_intelligence,http://fiabvi.vg/,https://fiabvi.vg/Supervision-Enforcement,https://fiabvi.vg/Supervision-Enforcement,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-bn-1699be584f7b8333,ra-route-59f708f9927307e7d799,BN,Brunei,Brunei Darussalam Central Bank,central_banking;securities;insurance;financial_intelligence,https://www.bdcb.gov.bn/,https://www.bdcb.gov.bn/regulatory/enforcement,https://www.bdcb.gov.bn/regulatory/enforcement,authority-owned,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
ra-auth-bf-b65e9517d05b965f,ra-route-2d855a972223c53a3cdc,BF,Burkina Faso,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,https://www.bceao.int/en,https://www.bceao.int/en,https://www.bceao.int/en,authority-owned,news_or_notice,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,2026-03;2026-05;2026-06;2026-07,2026-07,periodic-first-page-signal,quarterly,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-bf-027b3f6b776cca35,ra-route-707def4d7d06884ae13e,BF,Burkina Faso,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-cm-79a40bf0a57d6e87,ra-route-aa16d38312988d9e31ee,CM,Cameroon,Bank of Central African States,central_banking,https://www.beac.int/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,https://www.beac.int/p-des-changes/circulaires-et-decisions/,not-observable,not-observable,challenge-protected,not-observable,not-observable,browser-clearance-required,browser-review-required,obstructed,en;fr,explicit-url-or-label-hint,,,not-observable,browser-review,not-observable,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,Approved from the official-source snapshot only; no scraper promotion is implied. | Direct observation was not available; preserve the transport/browser state and do not infer publication absence. | No dated first-page signal is not evidence of no publication activity.
ra-auth-cm-4a5f42d503d0683b,ra-route-a32c140952c1899ce32b,CM,Cameroon,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,http://cima-afrique.org/,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,authority-owned,decision_register,reachable,dated-first-page-signal,generic-or-ambiguous-link,manual-scope-review,manual-review-required,candidate-needs-validation,en;fr,explicit-url-or-label-hint,2026-07,2026-07,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-cm-03addd2648a49e58,ra-route-f7ae2e4cdaed11516940,CM,Cameroon,National Agency for Financial Investigation (NAFI),financial_intelligence,http://www.anif.cm/,https://anif.cm/liste-des-sanctions-financieres-ciblees/,https://anif.cm/liste-des-sanctions-financieres-ciblees/,authority-owned,sanctions_or_penalty_list,reachable,dated-first-page-signal,strong-official-publication-candidate,direct-http-scope-observed,approved-for-human-contract,authority-owned,en;fr,explicit-url-or-label-hint,2025-08,2025-08,low-frequency-first-page-signal,semiannual,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | Cadence is provisional and must be replaced by a regulator-specific contract after archive review."
ra-auth-ca-56ba551e10e5f6fe,ra-route-874ab08a43d2a60ae187,CA,Canada,Alberta Securities Commission,securities,http://www.albertasecurities.com/,https://www.asc.ca/,https://www.asc.ca/,external-unqualified,enforcement_archive,reachable,first-page-observed-no-date,strong-official-publication-candidate,manual-scope-review,manual-review-required,candidate-needs-validation,en,explicit-url-or-label-hint,,,no-dated-first-page-signal,manual-review,first-page-only-unvalidated,2026-08-20T12:11:07.553Z,2026-08-20T12:11:07.553Z,"Approved from the official-source snapshot only; no scraper promotion is implied. | First-page observation only; pagination, archive depth and field completeness remain to be human-qualified. | No dated first-page signal is not evidence of no publication activity."
