iso2,country,authority,roles,candidate_label,candidate_url,final_url,access_state,http_status,title,publication_relevance,observed_months_2024_2026,observed_month_count,latest_observed_month,provisional_cadence_signal,interpretation,error
SE,Sweden,Finansinspektionen,prudential_supervision;securities;financial_intelligence,FI ger Alecta en varning med sanktionsavgift,https://www.fi.se/sv/publicerat/granskningar/undersokningar/undersokningar-lista/2023/fi-undersoker-alecta2/,https://www.fi.se/sv/publicerat/granskningar/undersokningar/undersokningar-lista/2023/fi-undersoker-alecta2/,reachable,200,FI ger Alecta en varning med sanktionsavgift | Finansinspektionen,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SE,Sweden,Sveriges Riksbank,central_banking;prudential_supervision,"Policy for counteracting money laundering, terrorist financing and violations of international Sanctions",https://www.riksbank.se/en-gb/about-the-riksbank/how-the-riksbank-is-governed/internal-regulatory-framework/policies/policy-for-the-riksbanks-work-to-prevent-money-laundering/,https://www.riksbank.se/en-gb/about-the-riksbank/how-the-riksbank-is-governed/internal-regulatory-framework/policies/policy-for-the-riksbanks-work-to-prevent-money-laundering/,reachable,200,"Policy for the Riksbank's work to prevent money laundering, terrorist financing and violations of international sanctions | Sveriges Riksbank",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
CH,Switzerland,Swiss Financial Market Supervisory Authority (FINMA),prudential_supervision;securities;insurance,FINMA-Jahresbericht 2025 Der Jahresbericht beleuchtet die Schwerpunkte der Aufsichtstätigkeit 2025. Weiter stellt die FINMA Angaben zu den Enforcementfällen in einer Datenbank sowie Statistiken auf ihrer Webseite zur Verfügung. Zum Jahresbericht,https://report.finma.ch/2025/de/,https://report.finma.ch/2025/de/,reachable,200,Startseite: FINMA Geschäftsbericht 2025,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
CH,Switzerland,Swiss National Bank,central_banking;prudential_supervision,Financial market participants,https://www.snb.ch/en/the-snb/mandates-goals/monetary-policy/decisions,https://www.snb.ch/en/the-snb/mandates-goals/monetary-policy/decisions,reachable,200,The SNB’s monetary policy decisions | Swiss National Bank,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
SY,Syria,Central Bank of Syria,central_banking;prudential_supervision,قرارات,https://cb.gov.sy/index.php?page=list&ex=2&dir=laws&lang=1&lt=3&service=5&act=576,https://cb.gov.sy/index.php?page=list&ex=2&dir=laws&lang=1&lt=3&service=5&act=576,reachable,200,مصرف سورية المركزي,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TW,Taiwan,Anti-Money Laundering Division (AMLD),financial_intelligence,"Anti-Money Laundering Division (AMLD) CFT Sanctions List, Reference Documents, FATF Public Documents. more",https://www.mjib.gov.tw/mlpcen,https://www.mjib.gov.tw/mlpcen,reachable,200,Prevention of Money Laundering/Terrorist Financing - MJIB-EN-Index,strong-official-publication-candidate,2024-09;2026-07;2026-08,3,2026-08,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TW,Taiwan,Financial Supervisory Commission,securities;insurance,2026-08-17 合作金庫商業銀行辦理信用卡疑義帳款作業所涉缺失一案，核有違反銀行......,"https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202608170002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty","https://www.fsc.gov.tw/ch/home.jsp?id=131&parentpath=0,2&mcustomize=multimessage_view.jsp&dataserno=202608170002&aplistdn=ou=data,ou=penalty,ou=multisite,ou=chinese,ou=ap_root,o=fsc,c=tw&dtable=Penalty",reachable,200,"裁罰案件-合作金庫商業銀行辦理信用卡疑義帳款作業所涉缺失一案，核有違反銀行法第45條之1第1項及行為時「金融控股公司及銀行業內部控制及稽核制度實施辦法」第3條第1項及第8條第1項規定，依同法第129條第7款規定，核處新臺幣（下同）1,200萬元罰鍰，併依同法第61條之1第1項規定核處予以糾正，及依同條項第2款規定，自本處分書送達翌日起，停止貴行受理新客戶辦理信用卡業務1個月，屆期經本會認可改善情形後始得重新辦理。-金融監督管理委員會全球資訊網",generic-or-ambiguous-link,2026-08,1,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TZ,Tanzania,Bank of Tanzania,central_banking;prudential_supervision,Public Notices,https://www.bot.go.tz/PressRelease,https://www.bot.go.tz/PressRelease,reachable,200,Public Notices - Bank of Tanzania,generic-or-ambiguous-link,2025-03,1,2025-03,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TZ,Tanzania,Financial Intelligence Unit (FIU) - Tanzania,financial_intelligence,Guidance and Enforcement,https://www.fiu.go.tz/,https://www.fiu.go.tz/,reachable,200,Home | FIU - Financial Intelligence Unit,strong-official-publication-candidate,2025-05,1,2025-05,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TH,Thailand,Bank of Thailand,central_banking;prudential_supervision,สรุปผลการปรับเป็นพินัยประจำปี สรุปผลการปรับเป็นพินัยตามกฎหมายของ ธปท.,https://www.bot.or.th/th/laws-and-rules/regulatory-fines-report.html,https://www.bot.or.th/th/laws-and-rules/regulatory-fines-report.html,reachable,200,สรุปผลการปรับเป็นพินัยประจำปี,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GM,The Gambia,Central Bank of The Gambia,central_banking;prudential_supervision,Bonds Notices,http://www.cbg.gm/bonds-notices,http://www.cbg.gm/bonds-notices,challenge-protected,200,Bonds Notices - Central Bank of The Gambia,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TG,Togo,Central Bank of West African States (BCEAO),central_banking;prudential_supervision,Legal Notice,https://www.bceao.int/en,https://www.bceao.int/en,reachable,200,BCEAO | Banque Centrale des Etats de l’Afrique de l’Ouest,generic-or-ambiguous-link,2026-03;2026-05;2026-06;2026-07,4,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TG,Togo,Conférence Interafricaine des Marchés d'Assurances (CIMA),insurance,Décisions du Conseil des Ministres des Assurances,https://cima-afrique.org/decisions-du-cma/,https://cima-afrique.org/decisions-du-cma/,reachable,200,Décisions du CMA – CIMA,generic-or-ambiguous-link,2026-07,1,2026-07,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TO,Tonga,National Reserve Bank of Tonga,central_banking;prudential_supervision,Public Notice: COUNTERFEIT $100 PA’ANGA BANKNOTES IN CIRCULATION,https://www.reservebank.to/index.php/news/public-notice-counterfeit-100-paanga-banknotes-in-circulation,https://www.reservebank.to/index.php/news/public-notice-counterfeit-100-paanga-banknotes-in-circulation,reachable,200,Public Notice: COUNTERFEIT $100 PA’ANGA BANKNOTES IN CIRCULATION,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TT,Trinidad and Tobago,Central Bank of Trinidad and Tobago,central_banking;prudential_supervision;insurance;pensions,Read More,https://www.central-bank.org.tt/notice-insurance-act-2018-as-amended-5/,https://www.central-bank.org.tt/notice-insurance-act-2018-as-amended-5/,reachable,200,Notice Insurance Act 2018 (As Amended) - Central Bank of Trinidad and Tobago,generic-or-ambiguous-link,2026-03,1,2026-03,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TT,Trinidad and Tobago,Financial Intelligence Unit of Trinidad and Tobago (FIUTT),financial_intelligence,Enforcement,https://fiu.gov.tt/reporting/enforcement/,https://fiu.gov.tt/reporting/enforcement/,challenge-protected,200,Enforcement – Financial Intelligence Unit,not-observable,,0,,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TT,Trinidad and Tobago,Trinidad and Tobago Securities and Exchange Commission,securities,Enforcement,https://www.ttsec.org.tt/enforcement/,https://www.ttsec.org.tt/enforcement/,reachable,200,Enforcement - TTSEC | You Invest. We protect. Everyone Benefits!,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TN,Tunisia,Conseil du marché financier,securities,Liste récapitulative des sanctions du conseil de sécurité de l’ONU,https://www.un.org/securitycouncil/fr/content/un-sc-consolidated-list,https://main.un.org/securitycouncil/fr/content/un-sc-consolidated-list,reachable,200,Liste récapitulative du Conseil de sécurité des Nations Unies | Conseil de sécurité,strong-official-publication-candidate,2026-08,1,2026-08,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TN,Tunisia,"Ministère des Finances, Comité Général des Assurances",insurance,تراتيب وقرارات مجلس الهيئة,https://www.cga.gov.tn/index.php?id=33,https://www.cga.gov.tn/index.php?id=33,reachable,200,CGA: تراتيب وقرارات مجلس الهيئة,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TC,Turks and Caicos Islands,Financial Intelligence Agency of the Turks and Caicos Islands (FIA-TCI),financial_intelligence,Traffic Enforcement Unit,https://www.tcipolice.tc/traffic-enforcement-unit/,https://www.tcipolice.tc/traffic-enforcement-unit/,reachable,200,Traffic Enforcement Unit - Royal Turks and Caicos Island Police,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
TC,Turks and Caicos Islands,Financial Services Commission,prudential_supervision;securities,More Sanctions,https://www.tcifsc.tc/sanctions,https://www.tcifsc.tc/sanctions,reachable,200,Turks and Caicos Islands Financial Services Commission | Sanctions,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
UG,Uganda,Capital Markets Authority,securities,Enforcement,https://cmauganda.co.ug/,https://cmauganda.co.ug/,reachable,200,Protecting Your Investment - Capital Markets Authority,strong-official-publication-candidate,2026-04;2026-05;2026-06;2026-07,4,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
UG,Uganda,Insurance Regulatory Authority of Uganda,insurance,BID Notices,https://ira.go.ug/new-tenders/,https://ira.go.ug/new-tenders/,reachable,200,BID Notices - The Insurance Regulatory Authority of Uganda,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
UG,Uganda,Uganda Retirement Benefits Regulatory Authority,pensions,NOTICES,https://urbra.go.ug/notices/,https://urbra.go.ug/notices/,reachable,200,NOTICES - URBRA,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
UA,Ukraine,National Bank of Ukraine,central_banking;prudential_supervision;insurance,Notice,https://bank.gov.ua/en/news/press,https://bank.gov.ua/en/news/press,reachable,200,Notice,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
AE,United Arab Emirates,United Arab Emirates Financial Intelligence Unit (UAEFIU),financial_intelligence,Our Mandate The legal powers and competencies that define the UAEFIU's role under UAE law.,https://uaefiu.gov.ae/en/about/our-mandate/,https://uaefiu.gov.ae/en/about/our-mandate/,reachable,200,Our Mandate,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GB,United Kingdom,Bank of England,central_banking;prudential_supervision;insurance,The Bank of England’s approach to enforcement,https://www.bankofengland.co.uk/prudential-regulation/the-bank-of-england-enforcement,https://www.bankofengland.co.uk/prudential-regulation/the-bank-of-england-enforcement,reachable,200,The Bank of England’s approach to enforcement | Bank of England,strong-official-publication-candidate,2024-01;2024-05;2024-08;2024-09;2024-12;2025-04;2025-07;2025-12;2026-03;2026-07,10,2026-07,periodic-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GB,United Kingdom,The Financial Conduct Authority,prudential_supervision;securities;insurance,Enforcement,https://www.fca.org.uk/about/how-we-regulate/enforcement,https://www.fca.org.uk/about/how-we-regulate/enforcement,reachable,200,Enforcement | FCA,strong-official-publication-candidate,2024-04,1,2024-04,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GB,United Kingdom,The Pensions Regulator,pensions,DC or climate change penalty notices,https://www.thepensionsregulator.gov.uk/trustees/penalty-notices,https://www.thepensionsregulator.gov.uk/trustees/penalty-notices,reachable,200,DC or climate change penalty notices,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
GB,United Kingdom,UK  Financial Intelligence Unit (UKFIU),financial_intelligence,"Bribery, corruption and sanctions evasion",https://www.nationalcrimeagency.gov.uk/what-we-do/crime-threats/bribery-corruption-and-sanctions-evasion,https://www.nationalcrimeagency.gov.uk/what-we-do/crime-threats/bribery-corruption-and-sanctions-evasion,reachable,200,"Bribery, corruption and sanctions evasion - National Crime Agency",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Board of Governors of the Federal Reserve System,central_banking;prudential_supervision;insurance,Enforcement Actions,https://www.federalreserve.gov/apps/enforcementactions/default.aspx,https://www.federalreserve.gov/supervisionreg/enforcementactions.htm,reachable,200,The Fed - Enforcement Actions,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Commodity Futures Trading Commission*,securities,Check Registration & Disciplinary History,https://www.cftc.gov/check,https://www.cftc.gov/check,reachable,200,Be Smart: Check Registration & Backgrounds Before You Trade | CFTC,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Department of Labor,pensions,Privacy & Security Statement,https://www.dol.gov/general/privacynotice,https://www.dol.gov/general/privacynotice,reachable,200,Privacy and Security Statement | U.S. Department of Labor,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Federal Reserve Bank of Chicago,central_banking,Legal Notices,https://www.chicagofed.org/utilities/legal-notices,https://www.chicagofed.org/utilities/legal-notices,reachable,200,Legal Notices - Federal Reserve Bank of Chicago,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Federal Reserve Bank of Cleveland,central_banking,Application Filings and Notices,https://www.clevelandfed.org/banking-and-payments/applications,https://www.clevelandfed.org/banking-and-payments/applications,reachable,200,Application Filings and Notices,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Federal Reserve Bank of Dallas,central_banking,Privacy Notice,https://www.dallasfed.org/fed/privacy,https://www.dallasfed.org/fed/privacy,reachable,200,General Reserve Bank data privacy notice - Dallasfed.org,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Federal Reserve Bank of Philadelphia,central_banking,Privacy Notice,https://www.philadelphiafed.org/about-us/privacy-notice,https://www.philadelphiafed.org/about-us/privacy-notice,reachable,200,Privacy Notice,plausible-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Federal Reserve Bank of St Louis,central_banking,Application Filings and Notices,https://www.stlouisfed.org/bank-supervision/applications-and-notices,https://www.stlouisfed.org/bank-supervision/applications-and-notices,reachable,200,Application Filings and Notices | St. Louis Fed,generic-or-ambiguous-link,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,New York State Department of Financial Services,prudential_supervision,Enforcement & Discipline,https://www.dfs.ny.gov/industry_guidance/enforcement_actions,https://www.dfs.ny.gov/industry_guidance/enforcement_actions,reachable,200,"Banking, Other Financial Products and Services | Department of Financial Services",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Office of the Comptroller of the Currency,prudential_supervision,Enforcement Actions Search,https://apps.occ.gov/EASearch,https://apps.occ.gov/EASearch,reachable,200,Enforcement Actions Search | OCC,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
US,United States,Securities and Exchange Commission*,securities,Enforcement & Litigation,https://www.sec.gov/enforcement-litigation,https://www.sec.gov/enforcement-litigation,reachable,200,SEC.gov | Enforcement and Litigation,strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
UZ,Uzbekistan,Central Bank of the Republic of Uzbekistan,central_banking;prudential_supervision,Executive discipline,https://cbu.uz/en/services/task-execution-states/,https://cbu.uz/en/services/task-execution-states/,reachable,200,Executive discipline - The Central Bank of the Republic of Uzbekistan,strong-official-publication-candidate,2026-05,1,2026-05,low-frequency-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
VU,Vanuatu,Vanuatu Financial Services Commission,prudential_supervision,"Fees, Help and Support",https://www.vfsc.vu/companies-fees-and-penalties/,https://www.vfsc.vu/companies-fees-and-penalties/,reachable,200,"Fees, Help & Support - Vanuatu Financial Services Commission (VFSC)",strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ZM,Zambia,Securities and Exchange Commission,securities,Enforcement Actions,https://www.seczambia.org.zm/investor-protection/enforcement-actions/,https://www.seczambia.org.zm/investor-protection/enforcement-actions/,reachable,200,Enforcement Actions - Securities and Exchange Commission (SEC),strong-official-publication-candidate,,0,,no-dated-first-page-signal,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
ZW,Zimbabwe,Insurance and Pensions Commission (IPEC),insurance;pensions,Read more,https://ipec.co.zw/local-news/notice-of-cancellation-of-orchid-funeral-assurance-company-registration-pursuant-to-section-23-of-the-insurance-act-chapter-2407/,https://ipec.co.zw/local-news/notice-of-cancellation-of-orchid-funeral-assurance-company-registration-pursuant-to-section-23-of-the-insurance-act-chapter-2407/,challenge-protected,200,NOTICE OF CANCELLATION OF ORCHID FUNERAL ASSURANCE COMPANY REGISTRATION PURSUANT TO SECTION 23 OF THE INSURANCE ACT [CHAPTER 24:07] – IPEC,not-observable,2024-01;2024-02;2024-03;2024-04;2024-05;2024-07;2024-10;2025-02;2025-03;2025-04;2025-06;2025-07;2025-09;2025-10;2025-11;2025-12;2026-02;2026-05;2026-06,19,2026-06,not-observable,"Automated first-page signal only. Human validation, pagination and archive-depth research are required before any published metric.",
